GeneID	Pn	Ps	Pn/Ps	Total
Ex4_006188	0	0	Undef	0
Ex4_006189	0	0	Undef	0
Ex4_006193	0	0	Undef	0
Ex4_006194	0	0	Undef	0
Ex4_006195	0	0	Undef	0
Ex4_006196	0	0	Undef	0
Ex4_006209	0	0	Undef	0
Ex4_006210	0	0	Undef	0
Ex4_006211	1	0	Undef	1
Ex4_006212	0	0	Undef	0
Ex4_006213	0	0	Undef	0
Ex4_006215	0	0	Undef	0
Ex4_006216	0	0	Undef	0
Ex4_006217	0	0	Undef	0
Ex4_006218	0	0	Undef	0
Ex4_006219	0	0	Undef	0
Ex4_006220	0	0	Undef	0
Ex4_006230	0	0	Undef	0
Ex4_006231	1	0	Undef	1
Ex4_006232	0	0	Undef	0
Ex4_006233	0	0	Undef	0
Ex4_006248	0	0	Undef	0
Ex4_006249	1	0	Undef	1
Ex4_006250	0	0	Undef	0
Ex4_006251	0	0	Undef	0
Ex4_006252	0	0	Undef	0
Ex4_006315	0	0	Undef	0
Ex4_006316	0	0	Undef	0
Ex4_006317	1	0	Undef	1
Ex4_006318	0	0	Undef	0
Ex4_006319	0	0	Undef	0
Ex4_006336	0	0	Undef	0
Ex4_006337	0	0	Undef	0
Ex4_006338	0	0	Undef	0
Ex4_006339	0	0	Undef	0
Ex4_006398	0	0	Undef	0
Ex4_006408	0	0	Undef	0
Ex4_006409	0	1	0.0	1
Ex4_006410	0	0	Undef	0
Ex4_006411	0	0	Undef	0
Ex4_006416	0	0	Undef	0
Ex4_006417	0	0	Undef	0
Ex4_006418	1	0	Undef	1
Ex4_006419	0	0	Undef	0
Ex4_006420	0	0	Undef	0
Ex4_006421	0	0	Undef	0
Ex4_006433	0	0	Undef	0
Ex4_006434	0	0	Undef	0
Ex4_006435	0	0	Undef	0
Ex4_006436	0	0	Undef	0
Ex4_006502	0	0	Undef	0
Ex4_006503	1	0	Undef	1
Ex4_006504	0	0	Undef	0
Ex4_006505	0	0	Undef	0
Ex4_006523	0	0	Undef	0
Ex4_006524	0	0	Undef	0
Ex4_006525	0	0	Undef	0
Ex4_006526	0	0	Undef	0
Ex4_006527	1	0	Undef	1
Ex4_006537	0	0	Undef	0
Ex4_006538	0	0	Undef	0
Ex4_006539	0	0	Undef	0
Ex4_006540	0	0	Undef	0
Ex4_006552	0	0	Undef	0
Ex4_006553	0	0	Undef	0
Ex4_006554	1	0	Undef	1
Ex4_006555	0	0	Undef	0
Ex4_006556	0	0	Undef	0
Ex4_006558	0	0	Undef	0
Ex4_006559	0	0	Undef	0
Ex4_006560	0	1	0.0	1
Ex4_006561	0	0	Undef	0
Ex4_006566	0	0	Undef	0
Ex4_006567	0	0	Undef	0
Ex4_006568	0	1	0.0	1
Ex4_006569	0	0	Undef	0
Ex4_006614	0	0	Undef	0
Ex4_006615	1	0	Undef	1
Ex4_006616	1	0	Undef	1
Ex4_006617	0	0	Undef	0
Ex4_006618	0	0	Undef	0
Ex4_006632	0	0	Undef	0
Ex4_006633	0	0	Undef	0
Ex4_006634	0	1	0.0	1
Ex4_006635	0	0	Undef	0
Ex4_006636	0	0	Undef	0
Ex4_006671	0	0	Undef	0
Ex4_006672	0	0	Undef	0
Ex4_006673	0	0	Undef	0
Ex4_006674	0	0	Undef	0
Ex4_006705	0	0	Undef	0
Ex4_006706	0	0	Undef	0
Ex4_006707	1	0	Undef	1
Ex4_006724	0	0	Undef	0
Ex4_006725	0	0	Undef	0
Ex4_006726	0	0	Undef	0
Ex4_006727	0	0	Undef	0
Ex4_006774	0	0	Undef	0
Ex4_006775	0	0	Undef	0
Ex4_006776	1	0	Undef	1
Ex4_006777	0	0	Undef	0
Ex4_006778	0	0	Undef	0
Ex4_006793	0	0	Undef	0
Ex4_006794	0	1	0.0	1
Ex4_006795	0	0	Undef	0
Ex4_006796	0	0	Undef	0
Ex4_006822	0	0	Undef	0
Ex4_006823	0	1	0.0	1
Ex4_006824	0	0	Undef	0
Ex4_006825	0	0	Undef	0
Ex4_006826	1	0	Undef	1
Ex4_006827	0	1	0.0	1
Ex4_006828	0	0	Undef	0
Ex4_006841	0	0	Undef	0
Ex4_006842	1	0	Undef	1
Ex4_006843	0	0	Undef	0
Ex4_006850	0	0	Undef	0
Ex4_006851	0	0	Undef	0
Ex4_006852	0	0	Undef	0
Ex4_006853	0	0	Undef	0
Ex4_006854	0	0	Undef	0
Ex4_006855	0	0	Undef	0
Ex4_006899	0	0	Undef	0
Ex4_006900	1	0	Undef	1
Ex4_006901	0	0	Undef	0
Ex4_006949	0	0	Undef	0
Ex4_006950	0	0	Undef	0
Ex4_006951	1	0	Undef	1
Ex4_006952	0	0	Undef	0
Ex4_006953	0	0	Undef	0
Ex4_006954	0	0	Undef	0
Ex4_006964	0	0	Undef	0
Ex4_006965	0	1	0.0	1
Ex4_006966	0	0	Undef	0
Ex4_006967	0	0	Undef	0
Ex4_006972	0	0	Undef	0
Ex4_006973	0	0	Undef	0
Ex4_006974	0	0	Undef	0
Ex4_006975	0	0	Undef	0
Ex4_006993	0	0	Undef	0
Ex4_007007	0	0	Undef	0
Ex4_007008	1	0	Undef	1
Ex4_007009	0	0	Undef	0
Ex4_007010	0	0	Undef	0
Ex4_007077	0	0	Undef	0
Ex4_007078	0	0	Undef	0
Ex4_007079	0	1	0.0	1
Ex4_007080	0	0	Undef	0
Ex4_007081	0	0	Undef	0
Ex4_007082	0	1	0.0	1
Ex4_007083	0	0	Undef	0
Ex4_007097	0	0	Undef	0
Ex4_007098	0	0	Undef	0
Ex4_007099	0	0	Undef	0
Ex4_007102	0	0	Undef	0
Ex4_007103	1	0	Undef	1
Ex4_007104	0	0	Undef	0
Ex4_007131	0	0	Undef	0
Ex4_007132	0	0	Undef	0
Ex4_007133	0	0	Undef	0
Ex4_007140	0	0	Undef	0
Ex4_007141	0	0	Undef	0
Ex4_007142	1	1	1.0	2
Ex4_007143	0	0	Undef	0
Ex4_007144	0	0	Undef	0
Ex4_007145	0	0	Undef	0
Ex4_007146	0	0	Undef	0
Ex4_007147	0	0	Undef	0
Ex4_007154	0	0	Undef	0
Ex4_007155	0	0	Undef	0
Ex4_007156	0	0	Undef	0
Ex4_007157	0	0	Undef	0
Ex4_007158	0	0	Undef	0
Ex4_007182	0	0	Undef	0
Ex4_007183	1	0	Undef	1
Ex4_007184	0	0	Undef	0
Ex4_007185	0	0	Undef	0
Ex4_007186	0	0	Undef	0
Ex4_007187	0	0	Undef	0
Ex4_007188	0	0	Undef	0
Ex4_007195	0	0	Undef	0
Ex4_007196	1	0	Undef	1
Ex4_007197	0	0	Undef	0
Ex4_007218	0	0	Undef	0
Ex4_007219	0	0	Undef	0
Ex4_007220	0	0	Undef	0
Ex4_007238	0	0	Undef	0
Ex4_007239	0	0	Undef	0
Ex4_007240	0	0	Undef	0
Ex4_007245	0	0	Undef	0
Ex4_007246	0	0	Undef	0
Ex4_007268	0	0	Undef	0
Ex4_007269	0	1	0.0	1
Ex4_007270	0	0	Undef	0
Ex4_007271	0	0	Undef	0
Ex4_007278	0	0	Undef	0
Ex4_007279	0	0	Undef	0
Ex4_007280	1	0	Undef	1
Ex4_007281	0	0	Undef	0
Ex4_007282	0	0	Undef	0
Ex4_007332	0	0	Undef	0
Ex4_007333	0	0	Undef	0
Ex4_007334	1	0	Undef	1
Ex4_007335	0	0	Undef	0
Ex4_007336	0	0	Undef	0
Ex4_007404	0	0	Undef	0
Ex4_007405	1	0	Undef	1
Ex4_007406	0	0	Undef	0
Ex4_007411	0	0	Undef	0
Ex4_007412	0	0	Undef	0
Ex4_007413	0	0	Undef	0
Ex4_007414	0	0	Undef	0
Ex4_007417	0	0	Undef	0
Ex4_007418	0	0	Undef	0
Ex4_007419	0	0	Undef	0
Ex4_007420	0	0	Undef	0
Ex4_007421	0	0	Undef	0
Ex4_007428	0	0	Undef	0
Ex4_007429	0	0	Undef	0
Ex4_007430	0	0	Undef	0
Ex4_007466	0	0	Undef	0
Ex4_007467	1	0	Undef	1
Ex4_007468	0	0	Undef	0
Ex4_007469	0	0	Undef	0
Ex4_007501	0	0	Undef	0
Ex4_007502	0	0	Undef	0
Ex4_007503	1	0	Undef	1
Ex4_007504	0	0	Undef	0
Ex4_007507	0	0	Undef	0
Ex4_007508	0	0	Undef	0
Ex4_007509	1	0	Undef	1
Ex4_007510	0	0	Undef	0
Ex4_007511	0	0	Undef	0
Ex4_007512	0	0	Undef	0
Ex4_007518	0	0	Undef	0
Ex4_007519	0	0	Undef	0
Ex4_007520	1	0	Undef	1
Ex4_007521	0	0	Undef	0
Ex4_007522	0	0	Undef	0
Ex4_007527	0	0	Undef	0
Ex4_007528	0	0	Undef	0
Ex4_007529	0	0	Undef	0
Ex4_007530	0	0	Undef	0
Ex4_007551	0	0	Undef	0
Ex4_007552	0	0	Undef	0
Ex4_007553	0	0	Undef	0
Ex4_007596	0	0	Undef	0
Ex4_007597	1	0	Undef	1
Ex4_007598	0	0	Undef	0
Ex4_007599	0	0	Undef	0
Ex4_007600	0	0	Undef	0
Ex4_007601	1	0	Undef	1
Ex4_007602	0	0	Undef	0
Ex4_007603	0	0	Undef	0
Ex4_007604	2	0	Undef	2
Ex4_007605	0	0	Undef	0
Ex4_007606	0	0	Undef	0
Ex4_007649	0	0	Undef	0
Ex4_007650	0	0	Undef	0
Ex4_007651	0	0	Undef	0
Ex4_007652	0	1	0.0	1
Ex4_007653	0	0	Undef	0
Ex4_007664	0	0	Undef	0
Ex4_007665	0	0	Undef	0
Ex4_007666	0	0	Undef	0
Ex4_007667	0	0	Undef	0
Ex4_007673	0	0	Undef	0
Ex4_007674	1	0	Undef	1
Ex4_007675	0	0	Undef	0
Ex4_007680	0	0	Undef	0
Ex4_007681	1	0	Undef	1
Ex4_007682	0	0	Undef	0
Ex4_007683	0	0	Undef	0
Ex4_007716	0	0	Undef	0
Ex4_007717	0	0	Undef	0
Ex4_007718	0	1	0.0	1
Ex4_007719	0	0	Undef	0
Ex4_007720	0	0	Undef	0
Ex4_007735	0	0	Undef	0
Ex4_007736	0	0	Undef	0
Ex4_007737	0	1	0.0	1
Ex4_007738	0	0	Undef	0
Ex4_007739	0	0	Undef	0
Ex4_007740	0	0	Undef	0
Ex4_007750	0	0	Undef	0
Ex4_007751	0	0	Undef	0
Ex4_007752	0	0	Undef	0
Ex4_007753	0	0	Undef	0
Ex4_007763	0	0	Undef	0
Ex4_007764	1	0	Undef	1
Ex4_007765	0	0	Undef	0
Ex4_007766	0	1	0.0	1
Ex4_007767	0	0	Undef	0
Ex4_007792	0	0	Undef	0
Ex4_007793	0	0	Undef	0
Ex4_007794	0	0	Undef	0
Ex4_007795	0	0	Undef	0
Ex4_007796	0	0	Undef	0
Ex4_007797	0	0	Undef	0
Ex4_007832	0	0	Undef	0
Ex4_007833	0	0	Undef	0
Ex4_007834	0	0	Undef	0
Ex4_007923	0	0	Undef	0
Ex4_007924	1	0	Undef	1
Ex4_007925	0	0	Undef	0
Ex4_007929	0	0	Undef	0
Ex4_007930	0	1	0.0	1
Ex4_007931	0	0	Undef	0
Ex4_007932	0	0	Undef	0
Ex4_007935	0	0	Undef	0
Ex4_007936	0	0	Undef	0
Ex4_007937	1	0	Undef	1
Ex4_007938	0	0	Undef	0
Ex4_007942	0	0	Undef	0
Ex4_007943	0	0	Undef	0
Ex4_007944	0	0	Undef	0
Ex4_007945	0	0	Undef	0
Ex4_008001	0	0	Undef	0
Ex4_008002	0	0	Undef	0
Ex4_008003	0	1	0.0	1
Ex4_008004	0	0	Undef	0
Ex4_008005	0	0	Undef	0
Ex4_008006	1	0	Undef	1
Ex4_008007	0	0	Undef	0
Ex4_008062	0	0	Undef	0
Ex4_008063	0	0	Undef	0
Ex4_008064	0	1	0.0	1
Ex4_008065	0	0	Undef	0
Ex4_008066	0	0	Undef	0
Ex4_008067	0	0	Undef	0
Ex4_008099	0	0	Undef	0
Ex4_008100	0	0	Undef	0
Ex4_008101	0	1	0.0	1
Ex4_008102	0	0	Undef	0
Ex4_008103	0	0	Undef	0
Ex4_008137	0	0	Undef	0
Ex4_008138	0	0	Undef	0
Ex4_008139	1	0	Undef	1
Ex4_008140	0	0	Undef	0
Ex4_008141	0	0	Undef	0
Ex4_008167	0	0	Undef	0
Ex4_008168	0	0	Undef	0
Ex4_008169	0	0	Undef	0
Ex4_008170	0	0	Undef	0
Ex4_008222	0	0	Undef	0
Ex4_008223	0	0	Undef	0
Ex4_008227	0	0	Undef	0
Ex4_008228	0	0	Undef	0
Ex4_008229	0	1	0.0	1
Ex4_008230	0	0	Undef	0
Ex4_008231	0	0	Undef	0
Ex4_008334	0	0	Undef	0
Ex4_008335	0	0	Undef	0
Ex4_008336	0	0	Undef	0
Ex4_008337	1	0	Undef	1
Ex4_008338	0	0	Undef	0
Ex4_008344	0	0	Undef	0
Ex4_008345	0	0	Undef	0
Ex4_008362	0	0	Undef	0
Ex4_008363	0	0	Undef	0
Ex4_008364	0	0	Undef	0
Ex4_008372	0	0	Undef	0
Ex4_008373	0	0	Undef	0
Ex4_008374	0	0	Undef	0
Ex4_008375	0	0	Undef	0
Ex4_008376	0	0	Undef	0
Ex4_008377	0	1	0.0	1
Ex4_008378	0	0	Undef	0
Ex4_008421	0	0	Undef	0
Ex4_008422	0	0	Undef	0
Ex4_008423	0	0	Undef	0
Ex4_008424	0	0	Undef	0
Ex4_008451	0	0	Undef	0
Ex4_008452	0	0	Undef	0
Ex4_008453	0	0	Undef	0
Ex4_008454	0	0	Undef	0
Ex4_008502	0	0	Undef	0
Ex4_008503	0	0	Undef	0
Ex4_008504	0	1	0.0	1
Ex4_008505	0	0	Undef	0
Ex4_008534	0	0	Undef	0
Ex4_008535	0	0	Undef	0
Ex4_008536	0	0	Undef	0
Ex4_008537	0	0	Undef	0
Ex4_008538	0	0	Undef	0
Ex4_008543	0	0	Undef	0
Ex4_008544	0	0	Undef	0
Ex4_008545	0	0	Undef	0
Ex4_008546	0	0	Undef	0
Ex4_008555	0	0	Undef	0
Ex4_008556	1	0	Undef	1
Ex4_008557	0	0	Undef	0
Ex4_008558	0	0	Undef	0
Ex4_008584	0	0	Undef	0
Ex4_008585	0	0	Undef	0
Ex4_008586	0	0	Undef	0
Ex4_008587	0	0	Undef	0
Ex4_008588	0	0	Undef	0
Ex4_008589	0	0	Undef	0
Ex4_008630	0	0	Undef	0
Ex4_008631	0	0	Undef	0
Ex4_008632	0	1	0.0	1
Ex4_008633	0	0	Undef	0
Ex4_008634	0	0	Undef	0
Ex4_008682	0	0	Undef	0
Ex4_008683	0	0	Undef	0
Ex4_008684	1	0	Undef	1
Ex4_008685	0	0	Undef	0
Ex4_008686	0	0	Undef	0
Ex4_008707	0	0	Undef	0
Ex4_008708	0	0	Undef	0
Ex4_008709	0	0	Undef	0
Ex4_008710	0	0	Undef	0
Ex4_008711	0	0	Undef	0
