# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Ex4_002240	Ex4_002240	Ex4_002240-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002241	Ex4_002241	Ex4_002241-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002254	Ex4_002254	Ex4_002254-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002255	Ex4_002255	Ex4_002255-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002256	Ex4_002256	Ex4_002256-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_002257	Ex4_002257	Ex4_002257-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002261	Ex4_002261	Ex4_002261-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002262	Ex4_002262	Ex4_002262-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_002263	Ex4_002263	Ex4_002263-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002264	Ex4_002264	Ex4_002264-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002279	Ex4_002279	Ex4_002279-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002280	Ex4_002280	Ex4_002280-T1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0
Ex4_002281	Ex4_002281	Ex4_002281-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002282	Ex4_002282	Ex4_002282-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002319	Ex4_002319	Ex4_002319-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002320	Ex4_002320	Ex4_002320-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002321	Ex4_002321	Ex4_002321-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_002322	Ex4_002322	Ex4_002322-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002403	Ex4_002403	Ex4_002403-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002404	Ex4_002404	Ex4_002404-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002405	Ex4_002405	Ex4_002405-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_002406	Ex4_002406	Ex4_002406-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002407	Ex4_002407	Ex4_002407-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002412	Ex4_002412	Ex4_002412-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002413	Ex4_002413	Ex4_002413-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002414	Ex4_002414	Ex4_002414-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002415	Ex4_002415	Ex4_002415-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002418	Ex4_002418	Ex4_002418-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002419	Ex4_002419	Ex4_002419-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002420	Ex4_002420	Ex4_002420-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002421	Ex4_002421	Ex4_002421-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_002422	Ex4_002422	Ex4_002422-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002423	Ex4_002423	Ex4_002423-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_002424	Ex4_002424	Ex4_002424-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002425	Ex4_002425	Ex4_002425-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002426	Ex4_002426	Ex4_002426-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002434	Ex4_002434	Ex4_002434-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002435	Ex4_002435	Ex4_002435-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002436	Ex4_002436	Ex4_002436-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002437	Ex4_002437	Ex4_002437-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_002438	Ex4_002438	Ex4_002438-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002439	Ex4_002439	Ex4_002439-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_002440	Ex4_002440	Ex4_002440-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002441	Ex4_002441	Ex4_002441-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002444	Ex4_002444	Ex4_002444-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002445	Ex4_002445	Ex4_002445-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_002446	Ex4_002446	Ex4_002446-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002447	Ex4_002447	Ex4_002447-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002476	Ex4_002476	Ex4_002476-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002477	Ex4_002477	Ex4_002477-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002478	Ex4_002478	Ex4_002478-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002479	Ex4_002479	Ex4_002479-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002480	Ex4_002480	Ex4_002480-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002490	Ex4_002490	Ex4_002490-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002491	Ex4_002491	Ex4_002491-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002492	Ex4_002492	Ex4_002492-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002514	Ex4_002514	Ex4_002514-T1	protein_coding	0	0	1	1	0	0	1	0	0	0	0	0	1
Ex4_002515	Ex4_002515	Ex4_002515-T1	protein_coding	0	0	1	1	1	0	1	0	0	0	0	0	0
Ex4_002516	Ex4_002516	Ex4_002516-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002517	Ex4_002517	Ex4_002517-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002518	Ex4_002518	Ex4_002518-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002519	Ex4_002519	Ex4_002519-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002520	Ex4_002520	Ex4_002520-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_002521	Ex4_002521	Ex4_002521-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002573	Ex4_002573	Ex4_002573-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002574	Ex4_002574	Ex4_002574-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2
Ex4_002575	Ex4_002575	Ex4_002575-T1	protein_coding	0	0	1	1	0	0	1	0	0	0	0	0	1
Ex4_002576	Ex4_002576	Ex4_002576-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_002577	Ex4_002577	Ex4_002577-T1	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0
Ex4_002578	Ex4_002578	Ex4_002578-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002579	Ex4_002579	Ex4_002579-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002580	Ex4_002580	Ex4_002580-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002625	Ex4_002625	Ex4_002625-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002626	Ex4_002626	Ex4_002626-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002627	Ex4_002627	Ex4_002627-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002628	Ex4_002628	Ex4_002628-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002632	Ex4_002632	Ex4_002632-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002633	Ex4_002633	Ex4_002633-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002634	Ex4_002634	Ex4_002634-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002635	Ex4_002635	Ex4_002635-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002636	Ex4_002636	Ex4_002636-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002637	Ex4_002637	Ex4_002637-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002644	Ex4_002644	Ex4_002644-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002645	Ex4_002645	Ex4_002645-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002646	Ex4_002646	Ex4_002646-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_002647	Ex4_002647	Ex4_002647-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002651	Ex4_002651	Ex4_002651-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002652	Ex4_002652	Ex4_002652-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002653	Ex4_002653	Ex4_002653-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_002654	Ex4_002654	Ex4_002654-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002655	Ex4_002655	Ex4_002655-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002701	Ex4_002701	Ex4_002701-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002702	Ex4_002702	Ex4_002702-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002703	Ex4_002703	Ex4_002703-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_002704	Ex4_002704	Ex4_002704-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002718	Ex4_002718	Ex4_002718-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_002719	Ex4_002719	Ex4_002719-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002720	Ex4_002720	Ex4_002720-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002735	Ex4_002735	Ex4_002735-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002736	Ex4_002736	Ex4_002736-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002737	Ex4_002737	Ex4_002737-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_002738	Ex4_002738	Ex4_002738-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002739	Ex4_002739	Ex4_002739-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002745	Ex4_002745	Ex4_002745-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_002746	Ex4_002746	Ex4_002746-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002748	Ex4_002748	Ex4_002748-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002749	Ex4_002749	Ex4_002749-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002750	Ex4_002750	Ex4_002750-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002763	Ex4_002763	Ex4_002763-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002764	Ex4_002764	Ex4_002764-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002765	Ex4_002765	Ex4_002765-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_002766	Ex4_002766	Ex4_002766-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_002767	Ex4_002767	Ex4_002767-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_002768	Ex4_002768	Ex4_002768-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_002769	Ex4_002769	Ex4_002769-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002770	Ex4_002770	Ex4_002770-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002777	Ex4_002777	Ex4_002777-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002778	Ex4_002778	Ex4_002778-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002779	Ex4_002779	Ex4_002779-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002780	Ex4_002780	Ex4_002780-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_002781	Ex4_002781	Ex4_002781-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002802	Ex4_002802	Ex4_002802-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002803	Ex4_002803	Ex4_002803-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002804	Ex4_002804	Ex4_002804-T1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0
Ex4_002805	Ex4_002805	Ex4_002805-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002806	Ex4_002806	Ex4_002806-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002807	Ex4_002807	Ex4_002807-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002814	Ex4_002814	Ex4_002814-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002815	Ex4_002815	Ex4_002815-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002816	Ex4_002816	Ex4_002816-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002817	Ex4_002817	Ex4_002817-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002818	Ex4_002818	Ex4_002818-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002819	Ex4_002819	Ex4_002819-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002820	Ex4_002820	Ex4_002820-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002821	Ex4_002821	Ex4_002821-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002822	Ex4_002822	Ex4_002822-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002830	Ex4_002830	Ex4_002830-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002831	Ex4_002831	Ex4_002831-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002832	Ex4_002832	Ex4_002832-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002833	Ex4_002833	Ex4_002833-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_002834	Ex4_002834	Ex4_002834-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002835	Ex4_002835	Ex4_002835-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002871	Ex4_002871	Ex4_002871-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_002872	Ex4_002872	Ex4_002872-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_002873	Ex4_002873	Ex4_002873-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_002874	Ex4_002874	Ex4_002874-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003031	Ex4_003031	Ex4_003031-T1	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0
Ex4_003032	Ex4_003032	Ex4_003032-T1	protein_coding	0	0	2	0	0	0	2	0	0	0	0	0	0
Ex4_003050	Ex4_003050	Ex4_003050-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003051	Ex4_003051	Ex4_003051-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003052	Ex4_003052	Ex4_003052-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_003053	Ex4_003053	Ex4_003053-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003054	Ex4_003054	Ex4_003054-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_003055	Ex4_003055	Ex4_003055-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003056	Ex4_003056	Ex4_003056-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_003057	Ex4_003057	Ex4_003057-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003124	Ex4_003124	Ex4_003124-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003125	Ex4_003125	Ex4_003125-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003126	Ex4_003126	Ex4_003126-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003127	Ex4_003127	Ex4_003127-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003128	Ex4_003128	Ex4_003128-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003164	Ex4_003164	Ex4_003164-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003165	Ex4_003165	Ex4_003165-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003166	Ex4_003166	Ex4_003166-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003167	Ex4_003167	Ex4_003167-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_003168	Ex4_003168	Ex4_003168-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003169	Ex4_003169	Ex4_003169-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003170	Ex4_003170	Ex4_003170-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_003171	Ex4_003171	Ex4_003171-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003200	Ex4_003200	Ex4_003200-T1	protein_coding	0	1	0	0	0	1	0	0	1	0	0	0	0
Ex4_003201	Ex4_003201	Ex4_003201-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003207	Ex4_003207	Ex4_003207-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003208	Ex4_003208	Ex4_003208-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003209	Ex4_003209	Ex4_003209-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_003210	Ex4_003210	Ex4_003210-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003211	Ex4_003211	Ex4_003211-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003251	Ex4_003251	Ex4_003251-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003252	Ex4_003252	Ex4_003252-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003253	Ex4_003253	Ex4_003253-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003254	Ex4_003254	Ex4_003254-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003347	Ex4_003347	Ex4_003347-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_003348	Ex4_003348	Ex4_003348-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003350	Ex4_003350	Ex4_003350-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003351	Ex4_003351	Ex4_003351-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_003352	Ex4_003352	Ex4_003352-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003353	Ex4_003353	Ex4_003353-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003354	Ex4_003354	Ex4_003354-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003408	Ex4_003408	Ex4_003408-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003409	Ex4_003409	Ex4_003409-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003425	Ex4_003425	Ex4_003425-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003426	Ex4_003426	Ex4_003426-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003427	Ex4_003427	Ex4_003427-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003428	Ex4_003428	Ex4_003428-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003452	Ex4_003452	Ex4_003452-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003453	Ex4_003453	Ex4_003453-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003454	Ex4_003454	Ex4_003454-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_003494	Ex4_003494	Ex4_003494-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003568	Ex4_003568	Ex4_003568-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003569	Ex4_003569	Ex4_003569-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003570	Ex4_003570	Ex4_003570-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_003571	Ex4_003571	Ex4_003571-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003572	Ex4_003572	Ex4_003572-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003573	Ex4_003573	Ex4_003573-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003600	Ex4_003600	Ex4_003600-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003601	Ex4_003601	Ex4_003601-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003602	Ex4_003602	Ex4_003602-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003603	Ex4_003603	Ex4_003603-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003638	Ex4_003638	Ex4_003638-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003639	Ex4_003639	Ex4_003639-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003640	Ex4_003640	Ex4_003640-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003641	Ex4_003641	Ex4_003641-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003679	Ex4_003679	Ex4_003679-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003680	Ex4_003680	Ex4_003680-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003681	Ex4_003681	Ex4_003681-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_003682	Ex4_003682	Ex4_003682-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003683	Ex4_003683	Ex4_003683-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003735	Ex4_003735	Ex4_003735-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003736	Ex4_003736	Ex4_003736-T1	protein_coding	0	1	0	1	1	0	0	0	0	0	0	1	0
Ex4_003737	Ex4_003737	Ex4_003737-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_003738	Ex4_003738	Ex4_003738-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003751	Ex4_003751	Ex4_003751-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003752	Ex4_003752	Ex4_003752-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003753	Ex4_003753	Ex4_003753-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003754	Ex4_003754	Ex4_003754-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003755	Ex4_003755	Ex4_003755-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003781	Ex4_003781	Ex4_003781-T1	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0
Ex4_003782	Ex4_003782	Ex4_003782-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2
Ex4_003783	Ex4_003783	Ex4_003783-T1	protein_coding	0	1	1	0	0	0	1	0	0	0	0	1	0
Ex4_003784	Ex4_003784	Ex4_003784-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2
Ex4_003785	Ex4_003785	Ex4_003785-T1	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0
Ex4_003786	Ex4_003786	Ex4_003786-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003787	Ex4_003787	Ex4_003787-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003788	Ex4_003788	Ex4_003788-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
